0.0005623;0.39379278;0.35522715;0.0056493;0.00094996;-0.00016741;0.10182026;0.03370178;0.28476686;0.01026048;0.1538713;-0.00613712;0.09787146;0.08518402;0.00008342;0.6069376;0.00039658;0.00279473;0.08831503;0.01396701;0.00234602;0.00030194;0.09863701;-0.0007508;0.00077056;0.06596221;0.00447838;0.04249979;0.0000182;-0.00824283;0.00130677;-0.00836781;-0.00006702;0.05242269;-0.00005086;0.0451369;-0.0002003;-0.00432401;0;
-0.00003143;-0.00312628;-0.00274434;0.00053618;-0.00012326;0.00000419;0.02042805;0.00691169;-0.00352258;-0.00849583;0.00543802;-0.00239024;0.05359413;0.33999146;-0.00618484;-0.01450398;-0.00036305;-0.00147566;-0.0367678;0.00859474;-0.00259192;0.00372892;-0.00451484;-0.00570746;0.00103413;0.1238142;0.06718515;-0.43278326;-0.00007448;0.1219696;-0.00158453;0.01042076;-0.00001021;0.01688434;0.00004098;-0.03766482;-0.0000147;-0.00033242;0.57735027;
-0.00071649;0.3278056;-0.358629;0.13759976;0.00042173;0.01100668;-0.00272989;-0.18800502;0.00303393;-0.19640406;-0.00205086;0.15598636;0.02227174;0.00163519;0.31931472;0.00149999;0.01428465;0.15278971;-0.03733499;-0.00298311;0.46692005;0.58598809;-0.00646899;0.13915606;0.38498536;-0.01959117;0.00583417;0.00145578;0.01140379;0.00015788;0.00232944;0.00119092;0.00044514;0.00000208;-0.00027005;0.00002465;-0.00107697;0.0003045;0;
0.00057375;0.34890353;0.31239563;0.00450383;0.00037409;-0.00011818;0.10204845;-0.00661011;0.04874084;0.01925784;-0.43391569;0.02423292;-0.59322072;0.36205508;0.02063993;-0.29389443;0.00031814;0.019181;0.1482326;0.02196011;0.00496955;-0.00293819;-0.01235423;0.00140546;-0.00147392;-0.1079574;0.05596174;0.01446535;0.00000171;0.01327801;-0.00326207;0.02115063;-0.00000034;-0.00074246;0.0000005;-0.00029397;0.00068497;0.01496204;0;
-0.00002136;-0.00328545;-0.00309131;0.00038815;-0.00008781;0.00000484;0.01567743;0.00405608;-0.00748881;-0.00684434;0.00502392;-0.00254339;0.05583264;0.31958747;-0.00509845;-0.01083144;-0.00020134;-0.00069776;-0.00856303;-0.00127423;0.00042229;-0.00185688;-0.01406399;0.00546611;-0.0010891;-0.24428319;-0.38140302;0.22270328;0.00000683;-0.3166528;0.00762805;-0.05661689;0.00000253;-0.00339872;-0.00000318;0.00276633;0.00071583;0.01746697;0;
-0.00079523;0.31567801;-0.34673512;0.13749776;0.00035228;0.01089014;-0.00204118;-0.12656947;0.00410031;-0.16503137;-0.00513804;0.26937806;0.02885317;0.00451732;0.20294332;0.0007003;0.07851531;0.02529379;-0.00128973;0.00288006;-0.34191035;-0.68518243;0.00847237;-0.20351488;-0.28340235;0.0362992;-0.01453438;-0.00348775;-0.00220185;-0.00162759;-0.00789758;-0.00491034;-0.00001949;0.00000666;0.00000396;0.00000003;0.00868929;-0.00212748;0;
0.00034279;0.2045102;0.19103596;0.00201142;-0.00195774;-0.00021275;0.11980512;0.06384464;-0.88697636;-0.09643103;0.01848825;-0.00371008;0.14783775;-0.19417401;-0.0092275;0.05108045;-0.0001792;-0.01012622;-0.07577159;-0.01099204;-0.00230153;0.00171377;0.00222026;-0.00105233;0.00090438;0.07776851;-0.03976087;-0.0143103;-0.00000209;-0.01120124;0.00265295;-0.01724526;0.00000079;0.00008646;-0.00000019;0.00003901;-0.00054369;-0.01186347;0;
0.00000579;0.00035746;0.00030774;-0.00000561;-0.00001452;0.00000062;0.00299355;-0.0014942;0.00132189;0.00131419;0.0009664;-0.00016709;0.00502252;0.06507832;-0.00182252;-0.00555336;-0.00017896;-0.00098584;-0.02985385;0.00925751;-0.00338364;0.0046119;-0.00458241;-0.00748382;0.00159366;0.12976956;-0.4999738;0.35860395;0.0000721;0.39139945;-0.00904099;0.06625187;-0.00000118;0.00051317;0.00000021;-0.00014564;-0.0007299;-0.01779894;0;
-0.00074867;0.1827831;-0.22277745;0.10713025;-0.00045226;0.00716513;0.00094217;0.88753599;-0.03023691;0.88070792;0.0031328;0.05085653;-0.00610253;0.00616573;-0.25789246;-0.00141169;-0.01253886;-0.08488131;0.01576328;0.00015438;-0.02604547;0.07597523;-0.00140637;0.05558747;0.02640624;-0.0133149;0.00687212;0.00177456;0.00003921;0.00124013;0.00536498;0.00335931;-0.00000191;-0.0000011;0.00000023;-0.00000182;-0.00629688;0.00155453;0;
0.00011082;-0.00453568;0.00935651;-0.00297787;0.00006323;-0.00023562;0.00340801;0.02507915;0.00493631;0.04274907;-0.08283144;-0.02955106;0.06453782;0.03507366;0.10785721;0.0098321;0.00620492;-0.00478631;-0.12847298;0.09949589;-0.06505465;0.07083734;-0.00684752;-0.52728064;-0.05046287;-0.54940049;0.36372261;0.2031145;0.00018866;0.5670341;0.76557172;-0.55457658;0.00010708;0.00024857;-0.00001449;0.00011779;0.05722054;0.04290388;0;
0.00000646;-0.00153781;-0.00087507;-0.00016409;0.00002577;-0.00000134;0.00167043;-0.00082319;-0.00694343;0.00313549;0.00161128;0.00043022;0.01363526;0.03759718;-0.01220431;0.0058339;-0.00206309;0.02898249;-0.00894846;-0.00810962;0.01655249;0.01545623;-0.0016223;-0.2281137;-0.02764226;-0.22012298;0.13909372;0.05962765;0.00003173;0.08207964;-0.08653348;0.09518353;-0.00000506;0.00018113;-0.00000001;-0.00011884;0.5312927;0.48994819;0;
-0.00039348;0.02525574;-0.0432205;0.01337259;0.00005827;0.00119688;-0.00301604;-0.15396221;-0.03943288;-0.1691871;0.40099845;0.14536086;-0.2699615;0.16900947;-0.53096752;-0.00957484;-0.02570702;-0.24200458;0.04720223;-0.56415348;0.45189756;-0.16687346;0.00281575;0.02268595;-0.07774393;-0.05565619;0.06045144;0.04591542;-0.00082105;0.1321926;0.17171775;-0.11827716;-0.0002194;0.00006984;0.0000402;0.00001904;0.05867381;0.05618235;0;
-0.00017915;0.01672257;-0.00784331;0.00527564;0.00013669;0.00039889;0.00403982;-0.04820795;0.02045268;-0.06204402;-0.16313585;0.03645113;0.11431409;-0.0056287;-0.1937776;0.01108722;-0.01065971;-0.04176198;-0.13985532;0.22504273;0.13451411;-0.1125542;-0.00600284;0.57029761;0.02962921;-0.48407908;0.34135828;0.19629306;-0.0002419;0.54074744;-0.55056104;-0.72801854;-0.00011032;0.00019939;0.00001854;0.00012064;-0.05117793;0.04489106;0;
-0.0000435;-0.00132707;-0.00177555;0.0005384;-0.00001188;0.00000222;0.0019879;0.00944159;-0.00530847;-0.01411002;0.00056572;-0.00173636;0.01263815;0.03777928;0.01220485;0.00548064;0.00213956;-0.02737199;-0.01179816;0.00215187;-0.01550881;-0.0240078;-0.00238313;0.24260564;0.02410824;-0.19014257;0.12760961;0.05585626;0.00000733;0.07622078;0.06143697;0.1228269;0.00000179;0.00019175;0.00000019;-0.00011846;-0.4944352;0.53004373;0;
