0.0008013;0.02447641;0.24669057;0.02186236;-0.00428633;0.07011301;0.25227236;0.03116307;0.0017143;0.00003454;0.00914911;-0.0044295;0.00427313;0.14664743;0.06536529;0.02802138;-0.00387006;-0.0061097;0.0720759;-0.00528357;0.14500255;0.11532356;-0.00004025;0.07855335;0.04579203;0.03173772;0.2769804;0.49409;-0.00023922;0.02775251;-0.00075399;0.00054786;0.0451993;0.00000758;-0.00001468;-0.00548706;0.00001385;0.00202436;0;
0.00036604;-0.00161538;-0.07471206;-0.00103585;-0.00299213;0.03645812;0.11385243;-0.12015699;0.3085469;0.00005645;-0.00417582;-0.00409306;0.0025688;0.05019172;-0.0036582;0.11743499;0.03751559;0.00398891;-0.12196101;0.01086837;-0.03417608;-0.05588721;0.00055757;-0.3105043;0.0243175;0.27223458;0.23268034;-0.06690396;0.00006503;-0.01748913;-0.00110778;0.00085087;-0.09229878;-0.00001716;-0.00005865;-0.00051391;0.00002756;-0.00018596;0.57735027;
-0.00087695;0.13974462;-0.01641375;-0.00217973;0.03790425;-0.30911017;0.07150168;0.00815048;0.00066423;0.00337847;0.00002224;0.01768161;0.09950688;0.00057778;0.00275118;-0.00014491;-0.00300875;0.0768538;0.01220843;0.1130104;-0.00057;0.00351116;0.00395351;-0.08902203;0.26573693;-0.09279166;-0.0054707;-0.00121089;0.00100579;0.00100869;0.0591033;0.69078439;-0.00000512;0.00042767;-0.0033944;-0.00005035;0.00084308;0.00000904;0;
0.00018465;0.01804216;0.21240977;0.01896807;-0.00269993;0.05452063;0.21482002;-0.19134203;-0.04036659;-0.00004072;0.01091372;0.00214989;-0.00041438;0.03862341;0.01783434;-0.10214084;-0.05374088;0.02930877;-0.29700137;-0.00384803;0.15767147;0.1568704;0.00008067;-0.23095585;-0.1705223;-0.19493173;-0.09967019;-0.28344792;0.00010047;-0.01018788;0.00050041;-0.00037798;-0.00219133;-0.0000003;-0.00002731;0.01418238;-0.00000551;-0.00543833;0;
-0.00067044;-0.00810548;-0.07282453;-0.0029774;-0.00031182;0.01359088;0.06820429;-0.51326367;0.23602892;-0.00006177;-0.00624309;0.00427446;-0.00123229;0.0623192;-0.04469813;0.25329892;0.01374093;0.01374314;-0.11224161;-0.00446178;-0.00108661;0.04287848;-0.00035617;0.1859515;-0.02434572;-0.17911301;-0.46170343;0.15487011;-0.00028612;0.05129259;0.00148697;-0.00097255;0.00472368;0.00000104;0.00001265;0.01505044;-0.00005184;0.00667169;0;
-0.0009362;0.13343908;-0.01617106;-0.00220263;0.03691653;-0.30109045;0.06827852;-0.01281794;-0.00217735;0.00347155;-0.00002496;0.02038537;0.07959327;0.00326718;0.00285004;0.00036334;-0.01394664;0.16731482;0.02383836;0.11100295;-0.00222959;0.00404303;0.00293982;-0.07999757;0.22918749;-0.07633612;-0.00146357;-0.00019014;0.01410221;0.00000315;-0.02593988;-0.70435248;0.00001159;-0.00012405;0.01416006;0.00012704;-0.00154344;-0.00001945;0;
-0.00029427;0.00595748;0.09560664;0.01023919;-0.00086623;0.02789093;0.12620625;-0.42062025;0.00194596;-0.00013786;0.00533413;0.01793421;-0.01983737;-0.79262631;-0.17512265;-0.08443014;0.04124366;0.00084011;-0.05740868;0.0071928;-0.13161586;-0.09286313;0.00000424;0.06833374;0.05813373;0.06895198;-0.01115025;0.06426062;-0.00003658;0.00572499;0.00008942;-0.00011701;0.00019547;0.00000007;0.00005237;-0.01108591;-0.00000954;0.00426311;0;
-0.00007054;-0.0007799;-0.0089536;0.00002768;-0.00025593;0.0049099;0.01974797;-0.07495802;0.04929077;-0.00000128;-0.00119409;-0.00048931;0.00100934;0.05323721;0.06752258;0.06500966;-0.02351115;0.01741204;-0.18427096;0.01315551;-0.35960684;0.10587794;-0.00045258;0.31029465;0.03092424;-0.16848191;0.51064681;-0.18290409;0.00036447;-0.05545432;-0.00058571;0.00005797;-0.00019301;-0.00000003;0.00005599;-0.01530678;0.0000221;-0.00684214;0;
0.00006164;0.07678782;-0.00752112;-0.00090675;0.02141153;-0.17411737;0.04571068;0.10340434;0.01443341;0.00048781;0.00072959;0.07091189;-0.72390106;0.01204949;-0.01802413;0.00314847;-0.02695437;0.19379813;0.01576453;-0.09950921;-0.00085118;-0.00256895;-0.0037003;0.07183072;-0.21513913;0.07520812;0.00363137;0.0007446;-0.00135917;-0.00035288;-0.04465261;0.05477148;-0.00000402;-0.00000152;-0.00852586;-0.00006034;0.00106571;0.00000939;0;
0.00004776;-0.00539684;0.00712276;0.00051981;-0.00141531;0.01268972;0.0011758;-0.0478871;-0.00918048;-0.00038768;0.00029294;0.00457586;-0.05267261;0.07191603;-0.04584312;-0.02972361;0.08488685;-0.02213086;-0.02968975;0.01876219;-0.020603;-0.0212235;0.0005983;-0.00191097;0.0405882;-0.00234282;-0.00084786;-0.00973991;-0.0063295;0.20939571;0.21862378;-0.02770045;-0.00066117;0.00001888;-0.33370152;-0.33510579;0.5621646;0.56775014;0;
